id,timeline,start.time,duration,game,point.number,yang.score,alexandre.score,row,rally.shot.number,rally.shot,rally.stroke,rally.success,x1,y1,x2,y2,shot.origin,shot.location,serve,return,serve.type,serve.from,serve.outcome,first.attack,key.shot,key.shot.type,winner,error,error.area,error.type,match.event,hand,handedness,point.won,point.lost,w.l
123,Game 1,134.66666666666666,1,26WPF_AUS_M11,13,7,5,alexandre forehand,8,far_table_forehand,forehand,1,,,,,alexandre,,NA,NA,,,,,,,alexandre,,,,far_table_forehand,,,alexandre,yang,L
124,Game 1,134.96666666666667,1,26WPF_AUS_M11,13,7,5,yang close_table_bounce,9,close_table_bounce,close_table_bounce,1,,,,,yang,"296.0,142.0",NA,NA,,,,,,,alexandre,,,,close_table_bounce,,,alexandre,yang,L
125,Game 1,135.16666666666666,1,26WPF_AUS_M11,13,7,5,yang forehand,10,close_table_forehand,forehand,1,,,,,yang,,NA,NA,,,,,,,alexandre,,,,close_table_forehand,,,alexandre,yang,L
126,Game 1,142.06666666666666,1,26WPF_AUS_M11,14,7,6,yang serve,1,close_table_serve,serve,1,,,,,yang,,yang,alexandre,,,,,,,yang,,,,close_table_serve,,,yang,alexandre,W
127,Game 1,155.76666666666668,1,26WPF_AUS_M11,15,8,6,alexandre serve,1,far_table_serve,serve,1,,,,,alexandre,,alexandre,yang,,,,,,,yang,,,,far_table_serve,,,yang,alexandre,W
128,Game 1,166.26666666666668,1,26WPF_AUS_M11,16,9,6,alexandre serve,1,far_table_serve,serve,1,,,,,alexandre,,alexandre,yang,,,,,,,yang,,,,far_table_serve,,,yang,alexandre,W
129,Game 1,166.43333333333334,1,26WPF_AUS_M11,16,9,6,alexandre far_table_bounce,2,far_table_bounce,far_table_bounce,1,,,,,alexandre,"267.0,106.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
130,Game 1,166.86666666666667,1,26WPF_AUS_M11,16,9,6,yang close_table_bounce,3,close_table_bounce,close_table_bounce,1,,,,,yang,"272.0,139.0",NA,NA,,,,,,,yang,,,,close_table_bounce,,,yang,alexandre,W
131,Game 1,167.06666666666666,1,26WPF_AUS_M11,16,9,6,yang forehand,4,close_table_forehand,forehand,1,,,,,yang,,NA,NA,,,,,,,yang,,,,close_table_forehand,,,yang,alexandre,W
132,Game 1,167.43333333333334,1,26WPF_AUS_M11,16,9,6,alexandre far_table_bounce,5,far_table_bounce,far_table_bounce,1,,,,,alexandre,"281.0,110.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
133,Game 1,167.53333333333333,1,26WPF_AUS_M11,16,9,6,alexandre far_table_bounce,6,far_table_bounce,far_table_bounce,1,,,,,alexandre,"282.0,98.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
134,Game 1,167.63333333333333,1,26WPF_AUS_M11,16,9,6,alexandre backhand,7,far_table_backhand,backhand,1,,,,,alexandre,,NA,NA,,,,,,,yang,,,,far_table_backhand,,,yang,alexandre,W
135,Game 1,167.96666666666667,1,26WPF_AUS_M11,16,9,6,yang close_table_bounce,8,close_table_bounce,close_table_bounce,1,,,,,yang,"441.0,9.0",NA,NA,,,,,,,yang,,,,close_table_bounce,,,yang,alexandre,W
136,Game 1,168.2,1,26WPF_AUS_M11,16,9,6,yang backhand,9,close_table_backhand,backhand,1,,,,,yang,,NA,NA,,,,,,,yang,,,,close_table_backhand,,,yang,alexandre,W
137,Game 1,174.86666666666667,1,26WPF_AUS_M11,17,10,6,yang serve,1,close_table_serve,serve,1,,,,,yang,,yang,alexandre,,,,,,,yang,,,,close_table_serve,,,yang,alexandre,W
138,Game 1,174.96666666666667,1,26WPF_AUS_M11,17,10,6,yang close_table_bounce,2,close_table_bounce,close_table_bounce,1,,,,,yang,"197.0,145.0",NA,NA,,,,,,,yang,,,,close_table_bounce,,,yang,alexandre,W
139,Game 1,175.63333333333333,1,26WPF_AUS_M11,17,10,6,yang close_table_bounce,3,close_table_bounce,close_table_bounce,1,,,,,yang,"282.0,149.0",NA,NA,,,,,,,yang,,,,close_table_bounce,,,yang,alexandre,W
140,Game 1,175.83333333333334,1,26WPF_AUS_M11,17,10,6,yang forehand,4,close_table_forehand,forehand,1,,,,,yang,,NA,NA,,,,,,,yang,,,,close_table_forehand,,,yang,alexandre,W
141,Game 1,175.93333333333334,1,26WPF_AUS_M11,17,10,6,alexandre far_table_bounce,5,far_table_bounce,far_table_bounce,1,,,,,alexandre,"288.0,127.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
142,Game 1,176.1,1,26WPF_AUS_M11,17,10,6,alexandre far_table_bounce,6,far_table_bounce,far_table_bounce,1,,,,,alexandre,"305.0,100.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
143,Game 1,176.26666666666668,1,26WPF_AUS_M11,17,10,6,alexandre backhand,7,far_table_backhand,backhand,1,,,,,alexandre,,NA,NA,,,,,,,yang,,,,far_table_backhand,,,yang,alexandre,W
144,Game 1,176.63333333333333,1,26WPF_AUS_M11,17,10,6,alexandre far_table_bounce,8,far_table_bounce,far_table_bounce,1,,,,,alexandre,"280.0,119.0",NA,NA,,,,,,,yang,,,,far_table_bounce,,,yang,alexandre,W
